問題ID,年度,セクション,問題番号,正答,正答率,英語問題,画像問題,連問,計算問題,問題文,症例文,選択肢,Web表示用,タグ,最終更新,ソース,コンテンツ,データ状態
117C60,117,C,60,なし,0,No,No,Yes,No,この患者の電解質異常の鑑別に有用な検査はどれか。2つ選べ。,,"a. プロラクチン
b. ACTHとコルチゾール
c. 副甲状腺ホルモン〈PTH〉
d. レニン・アルドステロン比
e. TSHと遊離サイロキシン〈FT4〉","117C60
この患者の電解質異常の鑑別に有用な検査はどれか。2つ選べ。

a プロラクチン
b ACTHとコルチゾール
c 副甲状腺ホルモン〈PTH〉
d レニン・アルドステロン比
e TSHと遊離サイロキシン〈FT4〉","採点除外, 連問",2025年8月17日 22:44 (JST),base_data,"-62 基準値
次の文を読み，60〜62の問いに答えよ．
76歳の男性．食欲不振と倦怠感を主訴に来院した．
現病歴：1週間前から倦怠感と水様便（1日2回〜4回）が出現した．食欲がなく，おかゆを無理に食べている．悪心はあるが嘔吐，腹痛，黒色便および血便はない．体重が3kg減少した．37℃台の微熱があるが悪寒戦慄はない．
既往歴：高血圧症でカルシウム拮抗薬を内服している．アレルギーなし．
生活歴：妻と2人暮らし．喫煙は20歳から40本/日．飲酒歴はない．
家族歴：兄が60歳台で大腸癌．
現症：意識は清明だがややぐったりしている．身長166cm，体重69kg．体温37.5℃．脈拍104/分，整．血圧86/50mmHg．呼吸数20/分．SpO2 96％（room air）．皮膚は乾燥し，色素沈着を認めない．眼瞼結膜と眼球結膜とに異常を認めない．口腔内は乾燥しており咽頭発赤はない．頸静脈の怒張を認めない．甲状腺腫と頸部リンパ節を触知しない．心音と呼吸音とに異常を認めない．腹部は平坦，軟で，圧痛はなく，肝・脾を触知しない．四肢末梢は冷たいがチアノーゼや浮腫を認めない．ばち指を認める．
検査所見：尿所見：蛋白（－），糖（－），潜血（－）．血液所見：赤血球437万，Hb 12.3g/dL，Ht 34％，白血球5,400（好中球45％，好酸球21％，好塩基球1％，単球9％，リンパ球24％），血小板23万．血液生化学所見：総蛋白6.3g/dL，アルブミン3.7g/dL，総ビリルビン0.5mg/dL，直接ビリルビン0.2mg/dL，AST 43U/L，ALT 78U/L，LD 169U/L（基準120〜245），ALP 200U/L（基準38〜113），γ-GT 96U/L（基準8〜50），CK 100U/L（基準30〜140），尿素窒素11mg/dL，クレアチニン1.0mg/dL，尿酸3.7mg/dL，血糖92mg/dL，Na 118mEq/L，K 4.6mEq/L，Cl 89mEq/L，Ca 8.4mg/dL．血清浸透圧240mOsm/L（基準275〜288），尿浸透圧572mOsm/L（基準50〜1,300），尿中Na 84mEq/L．胸部X線写真（A）と胸腹部造影CT（B，C）を次に示す．
[C060]
この患者の電解質異常の鑑別に有用な検査はどれか．2つ選べ．
ａ　プロラクチン",notion_existing
117C61,117,C,61,b,99.2,No,No,Yes,No,患者は入院し、電解質補正を行った。気管支鏡検査で肺小細胞癌と診断され、殺細胞性抗癌薬による治療を開始することとなった。 抗癌治療による肝炎の再活性化のリスクが高いのはどれか。,,"a. A型肝炎
b. B型肝炎
c. C型肝炎
d. D型肝炎
e. E型肝炎","117C61
患者は入院し、電解質補正を行った。気管支鏡検査で肺小細胞癌と診断され、殺細胞性抗癌薬による治療を開始することとなった。 抗癌治療による肝炎の再活性化のリスクが高いのはどれか。

a A型肝炎
b B型肝炎
c C型肝炎
d D型肝炎
e E型肝炎",連問,2025年8月17日 22:44 (JST),web_display_added,"117C61
患者は入院し、電解質補正を行った。気管支鏡検査で肺小細胞癌と診断され、殺細胞性抗癌薬による治療を開始することとなった。 抗癌治療による肝炎の再活性化のリスクが高いのはどれか。
a A型肝炎
b B型肝炎
c C型肝炎
d D型肝炎
e E型肝炎
================================================================================",notion_existing
117C62,117,C,62,d,99.8,No,No,Yes,No,治療を行っていたが、がんが再発し全身状態が悪化した。 この患者の意思決定のプロセスとして適切でないのはどれか。 C060,,"a. 患者の価値観や希望を聞き取る。
b. 病状の変化により話し合いを繰り返す。
c. 患者の意思を代行できる人がいるか聞く。
d. 家族の意向を本人の意向よりも優先する。
e. 病状や予後について患者の理解を確かめる。","117C62
治療を行っていたが、がんが再発し全身状態が悪化した。 この患者の意思決定のプロセスとして適切でないのはどれか。 C060

a 患者の価値観や希望を聞き取る。
b 病状の変化により話し合いを繰り返す。
c 患者の意思を代行できる人がいるか聞く。
d 家族の意向を本人の意向よりも優先する。
e 病状や予後について患者の理解を確かめる。",連問,2025年8月17日 22:44 (JST),web_display_added,"117C62
治療を行っていたが、がんが再発し全身状態が悪化した。 この患者の意思決定のプロセスとして適切でないのはどれか。 C060
a 患者の価値観や希望を聞き取る。
b 病状の変化により話し合いを繰り返す。
c 患者の意思を代行できる人がいるか聞く。
d 家族の意向を本人の意向よりも優先する。
e 病状や予後について患者の理解を確かめる。
================================================================================",notion_existing
117C63,117,C,63,,,,,,,,,,"-65 基準値
次の文を読み，63〜65の問いに答えよ．
50歳の女性．発熱と強い動悸のため救急車で搬入された．
現病歴：6日前から咽頭痛と軽度の咳嗽が出現し，自宅近くの診療所で総合感冒薬の処方を受けた．3日前から発熱と前頸部痛が出現し，今朝から強い動悸も自覚したため娘が救急車を要請した．
既往歴：高血圧症でカルシウム拮抗薬を内服している．
生活歴：夫，大学生の娘と3人暮らし．喫煙は20歳から30歳まで10本/日．飲酒歴はない．
家族歴：父が高血圧症．
現症：意識は清明．身長158cm，体重52kg．体温37.8℃．心拍数118/分，整．血圧134/74mmHg．呼吸数20/分．SpO2 98％（room air）．眼瞼結膜と眼球結膜とに異常を認めない．口腔内と咽頭とに異常を認めない．甲状腺はびまん性に腫大しており，左葉に圧痛を認める．頸部リンパ節の腫大や頸静脈怒張を認めない．心音と呼吸音とに異常を認めない．腹部は平坦，軟で，肝・脾を触知しない．四肢に浮腫を認めない．
検査所見：尿所見：蛋白（－），糖（－），潜血（－）．赤沈62mm/1時間．血液所見：赤血球362万，Hb 11.0g/dL，Ht 32％，白血球6,600，血小板18万．血液生化学所見：総蛋白7.2g/dL，アルブミン4.0g/dL，総ビリルビン0.8mg/dL，AST 44U/L，ALT 49U/L，LD 207U/L（基準120〜245），ALP 262U/L（基準38〜113），尿素窒素14mg/dL，クレアチニン0.8mg/dL，血糖98mg/dL，Na 141mEq/L，K 3.6mEq/L，Cl 104mEq/L，Ca 8.8mg/dL，TSH 0.08μU/mL（基準0.2〜4.0），FT3 9.82pg/mL（基準2.3〜4.3），FT4 3.92ng/dL（基準0.8〜2.2）．免疫血清学所見：CRP 9.2mg/dL，抗TSH受容体抗体陰性．胸部X線写真で心拡大や肺血管影の増強はなく，胸水貯留を認めない．心電図は洞性頻脈でST-T変化を認めない．
[C063]
この患者の病態に関連するもので適切なのはどれか．2つ選べ．
ａ　飲酒歴
0.0%
ｂ　喫煙歴
0.1%
ｃ　先行する上気道炎症状
99.8%
ｄ　圧痛のある甲状腺腫大
99.9%
ｅ　カルシウム拮抗薬の内服歴
0.2%
[C",,,base_data,"-65 基準値
次の文を読み，63〜65の問いに答えよ．
50歳の女性．発熱と強い動悸のため救急車で搬入された．
現病歴：6日前から咽頭痛と軽度の咳嗽が出現し，自宅近くの診療所で総合感冒薬の処方を受けた．3日前から発熱と前頸部痛が出現し，今朝から強い動悸も自覚したため娘が救急車を要請した．
既往歴：高血圧症でカルシウム拮抗薬を内服している．
生活歴：夫，大学生の娘と3人暮らし．喫煙は20歳から30歳まで10本/日．飲酒歴はない．
家族歴：父が高血圧症．
現症：意識は清明．身長158cm，体重52kg．体温37.8℃．心拍数118/分，整．血圧134/74mmHg．呼吸数20/分．SpO2 98％（room air）．眼瞼結膜と眼球結膜とに異常を認めない．口腔内と咽頭とに異常を認めない．甲状腺はびまん性に腫大しており，左葉に圧痛を認める．頸部リンパ節の腫大や頸静脈怒張を認めない．心音と呼吸音とに異常を認めない．腹部は平坦，軟で，肝・脾を触知しない．四肢に浮腫を認めない．
検査所見：尿所見：蛋白（－），糖（－），潜血（－）．赤沈62mm/1時間．血液所見：赤血球362万，Hb 11.0g/dL，Ht 32％，白血球6,600，血小板18万．血液生化学所見：総蛋白7.2g/dL，アルブミン4.0g/dL，総ビリルビン0.8mg/dL，AST 44U/L，ALT 49U/L，LD 207U/L（基準120〜245），ALP 262U/L（基準38〜113），尿素窒素14mg/dL，クレアチニン0.8mg/dL，血糖98mg/dL，Na 141mEq/L，K 3.6mEq/L，Cl 104mEq/L，Ca 8.8mg/dL，TSH 0.08μU/mL（基準0.2〜4.0），FT3 9.82pg/mL（基準2.3〜4.3），FT4 3.92ng/dL（基準0.8〜2.2）．免疫血清学所見：CRP 9.2mg/dL，抗TSH受容体抗体陰性．胸部X線写真で心拡大や肺血管影の増強はなく，胸水貯留を認めない．心電図は洞性頻脈でST-T変化を認めない．
[C063]
この患者の病態に関連するもので適切なのはどれか．2つ選べ．
ａ　飲酒歴
0.0%
ｂ　喫煙歴
0.1%
ｃ　先行する上気道炎症状
99.8%
ｄ　圧痛のある甲状腺腫大
99.9%
ｅ　カルシウム拮抗薬の内服歴
0.2%
[C",restored
117C64,117,C,64,d,92.8,No,No,Yes,No,診断に最も有用な検査はどれか。,,"a. 頸部CT
b. 心エコー検査
c. Holter心電図検査
d. 甲状腺超音波検査
e. 甲状腺穿刺細胞診","117C64
診断に最も有用な検査はどれか。

a 頸部CT
b 心エコー検査
c Holter心電図検査
d 甲状腺超音波検査
e 甲状腺穿刺細胞診",連問,2025年8月17日 22:44 (JST),web_display_added,"117C64
診断に最も有用な検査はどれか。
a 頸部CT
b 心エコー検査
c Holter心電図検査
d 甲状腺超音波検査
e 甲状腺穿刺細胞診
================================================================================",notion_existing
117C65,117,C,65,,,,,,,,,,"117C65
治療として適切なのはどれか。3つ選べ。 C063
a 抗菌薬
b NSAID
c β遮断薬
d 抗甲状腺薬
e 副腎皮質ステロイド
================================================================================",,,web_display_added,"117C65
治療として適切なのはどれか。3つ選べ。 C063
a 抗菌薬
b NSAID
c β遮断薬
d 抗甲状腺薬
e 副腎皮質ステロイド
================================================================================",restored
117C66,117,C,66,b,80.1,No,No,Yes,No,直ちに行うべき処置はどれか。,,"a. 胃管挿入
b. 気管挿管
c. 中心静脈カテーテル留置
d. ニトログリセリン投与
e. 腰椎穿刺","117C66
直ちに行うべき処置はどれか。

a 胃管挿入
b 気管挿管
c 中心静脈カテーテル留置
d ニトログリセリン投与
e 腰椎穿刺",連問,2025年8月17日 22:44 (JST),base_data,"-68 基準値
次の文を読み，66〜68の問いに答えよ．
52歳の女性．意識障害のため救急車で搬入された．
現病歴：5日前から38℃を超える発熱と悪寒戦慄を訴え，市販のアセトアミノフェンを内服していた．本日夕食中に急に頭痛とふらつき感を訴え，嘔吐した．その後いびきをかいて眠りだし，呼びかけに応答しなくなったため，家族が救急車を要請した．
既往歴：アトピー性皮膚炎で副腎皮質ステロイド外用薬を処方されている．健診で異常を指摘されたことはない．
生活歴：夫と2人の息子との4人暮らし．仕事は事務職．喫煙歴はない．飲酒はビール350mL/日．
家族歴：両親とも胃癌で死亡．
現症：意識レベルはJCSⅢ-200．身長158cm，体重60kg．体温37.8℃．心拍数120/分，整．血圧200/104mmHg．呼吸数16/分．SpO2 100％（リザーバー付マスク10L/分　酸素投与下）．救急隊により経鼻エアウェイが挿入されている．瞳孔径は右5.0mm，左3.0mm．対光反射は両側で消失している．心尖部を最強点とするLevine 3/6の収縮期逆流性雑音を聴取する．上気道にいびき音を聴取する．腹部は平坦，軟で，肝・脾を触知しない．下腿に浮腫を認めない．両側足趾先端に点状出血斑を合計3ヵ所認める．頸部周囲と両肘内側に鱗屑，紅斑および苔癬化を認め，一部浸出液がみられる．
検査所見：尿所見：淡黄褐色透明，蛋白（－），糖（－），潜血（－）．血液所見：赤血球450万，Hb 13.3g/dL，Ht 42％，白血球11,200（桿状核好中球13％，分葉核好中球53％，好酸球8％，好塩基球1％，単球3％，リンパ球23％），血小板32万，PT-INR 1.2（基準0.9〜1.1）．血液生化学所見：総蛋白6.9g/dL，アルブミン4.2g/dL，総ビリルビン0.6mg/dL，直接ビリルビン0.1mg/dL，AST 30U/L，ALT 13U/L，LD 220U/L（基準120〜245），ALP 83U/L（基準38〜113），γ-GT 13U/L（基準8〜50），尿素窒素13mg/dL，クレアチニン0.47mg/dL，血糖204mg/dL，Na 142mEq/L，K 3.5mEq/L，Cl 105mEq/L．CRP 10mg/dL．心電図は洞性頻脈でST-T変化を認めない．胸部X線写真で心胸郭比57％（",notion_existing
117C67,117,C,67,,,,,,,,,,"117C67
血液培養2セットを採取した後に集中治療室に入室し、抗菌薬投与を開始した。血液培養は2セットとも陽性となり、入室3日目にStaphylococcus aureusと同定された。 この結果を受けて実施すべきなのはどれか。2つ選べ。
a 尿培養
b 心エコー検査
c 末梢神経伝導検査
d 血中エンドトキシン測定
e 血液培養再採取による陰性化の確認
================================================================================",,,web_display_added,"117C67
血液培養2セットを採取した後に集中治療室に入室し、抗菌薬投与を開始した。血液培養は2セットとも陽性となり、入室3日目にStaphylococcus aureusと同定された。 この結果を受けて実施すべきなのはどれか。2つ選べ。
a 尿培養
b 心エコー検査
c 末梢神経伝導検査
d 血中エンドトキシン測定
e 血液培養再採取による陰性化の確認
================================================================================",restored
117C68,117,C,68,b,77,No,No,Yes,No,全身状態が改善し開頭手術が可能と判断された。患者の血液型検査では、オモテ試験は抗A血清、抗B血清ともに凝集あり、ウラ試験はA血球、B血球ともに凝集なし、抗Rho(D)血清に凝集を認めた。準備する赤血球濃厚液の血液型と患者の血液との交差適合試験の結果を示す。 最も輸血に適した赤血球濃厚液はどれか。 C066,,"a. a
b. b
c. c
d. d
e. e","117C68
全身状態が改善し開頭手術が可能と判断された。患者の血液型検査では、オモテ試験は抗A血清、抗B血清ともに凝集あり、ウラ試験はA血球、B血球ともに凝集なし、抗Rho(D)血清に凝集を認めた。準備する赤血球濃厚液の血液型と患者の血液との交差適合試験の結果を示す。 最も輸血に適した赤血球濃厚液はどれか。 C066

a a
b b
c c
d d
e e",連問,2025年8月17日 22:44 (JST),web_display_added,"117C68
全身状態が改善し開頭手術が可能と判断された。患者の血液型検査では、オモテ試験は抗A血清、抗B血清ともに凝集あり、ウラ試験はA血球、B血球ともに凝集なし、抗Rho(D)血清に凝集を認めた。準備する赤血球濃厚液の血液型と患者の血液との交差適合試験の結果を示す。 最も輸血に適した赤血球濃厚液はどれか。 C066
a a
b b
c c
d d
e e
================================================================================",notion_existing
117C69,117,C,69,,,,,,,,,,"-71 基準値
次の文を読み，69〜71の問いに答えよ．
58歳の男性．胸痛を主訴に救急車で搬入された．
現病歴：数日前から労作時や夜間就寝時に胸部圧迫感があったが，約30分で治まるため様子をみていた．本日，草野球の試合に出て活躍していたが，突然，強い胸痛が出現したため救急車を要請した．
既往歴：2年前から高血圧症で降圧薬を内服している．
生活歴：妻と2人暮らし．会社員で営業の仕事をしている．
家族歴：父が高血圧症．
現症：体温37.2℃．心拍数108/分，整．血圧78/58mmHg．呼吸数24/分．SPO2 99％（リザーバー付マスク10L/分　酸素投与下）．顔面蒼白で冷汗を認める．心音は微弱で軽度の拡張期雑音を聴取する．呼吸音に異常を認めない．
検査所見：血液所見：Hb 10.2g/dL，白血球10,100，血小板15万．血液生化学所見：CK 230U/L（基準30〜140），CK-MB 20U/L（基準20以下），尿素窒素25mg/dL，クレアチニン1.1mg/dL．CRP 3.2mg/dL．心筋トロポニンT迅速検査陰性．心電図（A）と心エコー検査を施行した後，胸部造影CT（B）を行った．
[C069]
この患者で考えられるのはどれか．2つ選べ．
ａ　急性心膜炎
0.5%
ｂ　急性心筋梗塞
8.0%
ｃ　収縮性心膜炎
0.6%
ｄ　急性大動脈解離
92.5%
ｅ　心タンポナーデ
98.4%
[C070]
この患者の心エコー検査で認められる所見はどれか．
ａ　下大静脈の虚脱
3.1%
ｂ　拡張期の右室の虚脱
18.2%
ｃ　収縮期の右房の拡大
15.2%
ｄ　上行大動脈基部の狭窄
16.9%
ｅ　下大静脈径の呼吸性変動の増加
46.6%
[C071]
この患者への対応で最も適切なのはどれか．
ａ　電気的除細動
0.1%
ｂ　β遮断薬の静注
0.3%
ｃ　人工血管置換術
89.1%
ｄ　経皮的冠動脈ステント留置術
6.4%
ｅ　大動脈ステントグラフト内挿術
4.1%
リトライ
[掲載頁：QB2026 C-262]
C069
解答:
正解:d,e(正答率 91.1%)
結果:
C070
解答:
正解:b(正答率 18.2%)
結果:
C071
解答:
正解:c(正答率 89.1%)",,,base_data,"-71 基準値
次の文を読み，69〜71の問いに答えよ．
58歳の男性．胸痛を主訴に救急車で搬入された．
現病歴：数日前から労作時や夜間就寝時に胸部圧迫感があったが，約30分で治まるため様子をみていた．本日，草野球の試合に出て活躍していたが，突然，強い胸痛が出現したため救急車を要請した．
既往歴：2年前から高血圧症で降圧薬を内服している．
生活歴：妻と2人暮らし．会社員で営業の仕事をしている．
家族歴：父が高血圧症．
現症：体温37.2℃．心拍数108/分，整．血圧78/58mmHg．呼吸数24/分．SPO2 99％（リザーバー付マスク10L/分　酸素投与下）．顔面蒼白で冷汗を認める．心音は微弱で軽度の拡張期雑音を聴取する．呼吸音に異常を認めない．
検査所見：血液所見：Hb 10.2g/dL，白血球10,100，血小板15万．血液生化学所見：CK 230U/L（基準30〜140），CK-MB 20U/L（基準20以下），尿素窒素25mg/dL，クレアチニン1.1mg/dL．CRP 3.2mg/dL．心筋トロポニンT迅速検査陰性．心電図（A）と心エコー検査を施行した後，胸部造影CT（B）を行った．
[C069]
この患者で考えられるのはどれか．2つ選べ．
ａ　急性心膜炎
0.5%
ｂ　急性心筋梗塞
8.0%
ｃ　収縮性心膜炎
0.6%
ｄ　急性大動脈解離
92.5%
ｅ　心タンポナーデ
98.4%
[C070]
この患者の心エコー検査で認められる所見はどれか．
ａ　下大静脈の虚脱
3.1%
ｂ　拡張期の右室の虚脱
18.2%
ｃ　収縮期の右房の拡大
15.2%
ｄ　上行大動脈基部の狭窄
16.9%
ｅ　下大静脈径の呼吸性変動の増加
46.6%
[C071]
この患者への対応で最も適切なのはどれか．
ａ　電気的除細動
0.1%
ｂ　β遮断薬の静注
0.3%
ｃ　人工血管置換術
89.1%
ｄ　経皮的冠動脈ステント留置術
6.4%
ｅ　大動脈ステントグラフト内挿術
4.1%
リトライ
[掲載頁：QB2026 C-262]
C069
解答:
正解:d,e(正答率 91.1%)
結果:
C070
解答:
正解:b(正答率 18.2%)
結果:
C071
解答:
正解:c(正答率 89.1%)",restored
117C7,117,C,7,e,94.1,No,No,No,No,医療機関における産業廃棄物でないのはどれか。,,"a. 使用済みメス
b. 未使用注射針
c. アルコール試薬
d. 使用済みゴム手袋
e. シュレッダー処理された書類","117C7
医療機関における産業廃棄物でないのはどれか。

a 使用済みメス
b 未使用注射針
c アルコール試薬
d 使用済みゴム手袋
e シュレッダー処理された書類",,2025年8月17日 22:41 (JST),base_data,"解答:
正解:e(正答率 94.1%)",notion_existing
117C70,117,C,70,b,18.2,No,No,Yes,No,この患者の心エコー検査で認められる所見はどれか。,,"a. 下大静脈の虚脱
b. 拡張期の右室の虚脱
c. 収縮期の右房の拡大
d. 上行大動脈基部の狭窄
e. 下大静脈径の呼吸性変動の増加","117C70
この患者の心エコー検査で認められる所見はどれか。

a 下大静脈の虚脱
b 拡張期の右室の虚脱
c 収縮期の右房の拡大
d 上行大動脈基部の狭窄
e 下大静脈径の呼吸性変動の増加",連問,2025年8月17日 22:44 (JST),web_display_added,"117C70
この患者の心エコー検査で認められる所見はどれか。
a 下大静脈の虚脱
b 拡張期の右室の虚脱
c 収縮期の右房の拡大
d 上行大動脈基部の狭窄
e 下大静脈径の呼吸性変動の増加
================================================================================",notion_existing
117C71,117,C,71,c,89.1,No,No,Yes,No,この患者への対応で最も適切なのはどれか。 C069,,"a. 電気的除細動
b. β遮断薬の静注
c. 人工血管置換術
d. 経皮的冠動脈ステント留置術
e. 大動脈ステントグラフト内挿術","117C71
この患者への対応で最も適切なのはどれか。 C069

a 電気的除細動
b β遮断薬の静注
c 人工血管置換術
d 経皮的冠動脈ステント留置術
e 大動脈ステントグラフト内挿術",連問,2025年8月17日 22:44 (JST),web_display_added,"117C71
この患者への対応で最も適切なのはどれか。 C069
a 電気的除細動
b β遮断薬の静注
c 人工血管置換術
d 経皮的冠動脈ステント留置術
e 大動脈ステントグラフト内挿術
================================================================================
<!--",notion_existing
117C72,117,C,72,e,80.5,No,Yes,Yes,No,入院時の胸部X線写真(A)と胸部単純CT(B)を次に示す。 1週間前からの状態変化の要因として考えにくいのはどれか。,,"a. 体重の減少
b. 認知機能の低下
c. 口腔内の衛生状態不良
d. 食事や飲水の際のむせ
e. アンジオテンシン変換酵素〈ACE〉阻害薬の内服","117C72
入院時の胸部X線写真(A)と胸部単純CT(B)を次に示す。 1週間前からの状態変化の要因として考えにくいのはどれか。

a 体重の減少
b 認知機能の低下
c 口腔内の衛生状態不良
d 食事や飲水の際のむせ
e アンジオテンシン変換酵素〈ACE〉阻害薬の内服","画像問題, 連問",2025年8月17日 22:44 (JST),base_data,"-74 基準値
次の文を読み，72〜74の問いに答えよ．
85歳の男性．発熱と呼吸困難を主訴に家族とともに来院した．
現病歴：1年前から息切れのため自宅の階段を昇ることが困難となり，食事や飲水の際のむせが出現した．食事量も低下し，半年間で体重が5kg減少した．1週間前から咳嗽と喀痰が多くなり，2日前から38℃の発熱と呼吸困難がみられるようになったため家族に伴われて受診し，入院した．
既往歴：15年前から高血圧症に対してアンジオテンシン変換酵素〈ACE〉阻害薬を内服している．5年前から物忘れが目立つようになり，2年前にAlzheimer型認知症と診断された．
生活歴：65歳まで会社員．現在は娘の家族と同居．喫煙は65歳まで20本/日を45年間．飲酒歴はない．自宅で猫を飼育している．
家族歴：両親とも脳梗塞で死亡．
現症：意識は清明．身長160cm，体重43kg．体温38.0℃．脈拍120/分，整．血圧122/78mmHg．呼吸数28/分．眼瞼結膜に異常を認めない．口腔内の衛生状態は不良である．心音に異常を認めない．呼吸音は両側でwheezesを，右背側でcoarse cracklesを聴取する．腹部は平坦，軟で，肝・脾を触知しない．浮腫を認めない．
検査所見：血液所見：赤血球412万，Hb 13.1g/dL，Ht 40％，白血球9,800（好中球82％，好酸球2％，好塩基球0％，単球7％，リンパ球9％），血小板34万．血液生化学所見：総蛋白5.8g/dL，アルブミン2.9g/dL，総ビリルビン1.1mg/dL，AST 14U/L，ALT 10U/L，LD 230U/L（基準120〜245），ALP 64U/L（基準38〜113），尿素窒素28mg/dL，クレアチニン1.5mg/dL，尿酸6.0mg/dL，血糖135mg/dL，Na 139mEq/L，K 4.7mEq/L，Cl 106mEq/L．CRP 5.1mg/dL．動脈血ガス分析（鼻カニューラ2L/分　酸素投与下）：pH 7.33，PaCO2 58Torr，PaO2 72Torr，HCO3− 30mEq/L．新型コロナウイルス〈SARS-CoV-2〉PCR検査は陰性であった．
[C072]
入院時の胸部X線写真（A）と胸部単純CT（B）を次に示す．
1週間前からの状態変化の要因として考えにくいのはどれか．
ａ　体",notion_existing
117C73,117,C,73,b,93.8,No,No,Yes,No,呼吸状態の急性増悪に対し、抗菌薬とともに用いる薬剤として適切なのはどれか。,,"a. NSAID
b. β2刺激薬
c. アルブミン製剤
d. 抗ヒスタミン薬
e. テオフィリン薬","117C73
呼吸状態の急性増悪に対し、抗菌薬とともに用いる薬剤として適切なのはどれか。

a NSAID
b β2刺激薬
c アルブミン製剤
d 抗ヒスタミン薬
e テオフィリン薬",連問,2025年8月17日 22:44 (JST),web_display_added,"117C73
呼吸状態の急性増悪に対し、抗菌薬とともに用いる薬剤として適切なのはどれか。
a NSAID
b β2刺激薬
c アルブミン製剤
d 抗ヒスタミン薬
e テオフィリン薬
================================================================================",notion_existing
117C74,117,C,74,e,97.7,No,No,Yes,No,入院3日目、患者の状態は改善傾向で酸素も不要となったが、急に呼吸心拍モニターを引きちぎり、「今日は仕事に行く」と言い病室から出ようとした。表情は乏しく、入院中であることを説明しても聞きいれず、複数名での制止を要する状態であった。 対応で誤っているのはどれか。 C072,,"a. 脱水を避ける。
b. 早期離床を促す。
c. 日中の覚醒を保つ。
d. 呼吸心拍モニターを終了する。
e. 夜間はベンゾジアゼピン系睡眠薬を用いる。","117C74
入院3日目、患者の状態は改善傾向で酸素も不要となったが、急に呼吸心拍モニターを引きちぎり、「今日は仕事に行く」と言い病室から出ようとした。表情は乏しく、入院中であることを説明しても聞きいれず、複数名での制止を要する状態であった。 対応で誤っているのはどれか。 C072

a 脱水を避ける。
b 早期離床を促す。
c 日中の覚醒を保つ。
d 呼吸心拍モニターを終了する。
e 夜間はベンゾジアゼピン系睡眠薬を用いる。",連問,2025年8月17日 22:44 (JST),web_display_added,"117C74
入院3日目、患者の状態は改善傾向で酸素も不要となったが、急に呼吸心拍モニターを引きちぎり、「今日は仕事に行く」と言い病室から出ようとした。表情は乏しく、入院中であることを説明しても聞きいれず、複数名での制止を要する状態であった。 対応で誤っているのはどれか。 C072
a 脱水を避ける。
b 早期離床を促す。
c 日中の覚醒を保つ。
d 呼吸心拍モニターを終了する。
e 夜間はベンゾジアゼピン系睡眠薬を用いる。
================================================================================",notion_existing
117C75,117,C,75,11,92.2,No,No,No,Yes,"12歳の男児。来年の中学校進学を前に、夜尿が治らないため両親に連れられて来院した。食生活では減塩するように心がけ、夕食後には水分摂取を控えているという。尿所見: 尿比重1.030,蛋白(-),糖(-)。腹部超音波検査で両腎と膀胱に異常を認めない。塩分摂取量を推測するため、蓄尿検査で1日塩分排泄量を測定することとした。後日得られた検体は、尿量1,200mL、尿中Na 150 mEq/L、尿中Cl 100 mEq/L、尿クレアチニン 100 mg/dL、尿蛋白18mg/dLであった。 尿中の1日塩分排泄量を求めよ。 ただし、NaCl 1gはNa 17mEqに相当するものとする。 また、小数点以下の数値が得られた場合には、小数第1位を四捨五入すること。 尿中の1日塩分排泄量: □□ g (解答欄には数値を半角で入力)",,,"117C75
12歳の男児。来年の中学校進学を前に、夜尿が治らないため両親に連れられて来院した。食生活では減塩するように心がけ、夕食後には水分摂取を控えているという。尿所見: 尿比重1.030,蛋白(-),糖(-)。腹部超音波検査で両腎と膀胱に異常を認めない。塩分摂取量を推測するため、蓄尿検査で1日塩分排泄量を測定することとした。後日得られた検体は、尿量1,200mL、尿中Na 150 mEq/L、尿中Cl 100 mEq/L、尿クレアチニン 100 mg/dL、尿蛋白18mg/dLであった。 尿中の1日塩分排泄量を求めよ。 ただし、NaCl 1gはNa 17mEqに相当するものとする。 また、小数点以下の数値が得られた場合には、小数第1位を四捨五入すること。 尿中の1日塩分排泄量: □□ g (解答欄には数値を半角で入力)
",計算問題,2025年8月17日 22:44 (JST),base_data,"解答:
正解:11(正答率 92.2%)",notion_existing
117C8,117,C,8,a,95.9,No,Yes,No,No,"経食道心エコー図(A,B)を次に示す。 矢印の構造物として正しいのはどれか。",,"a. 僧帽弁
b. 三尖弁
c. 大動脈弁
d. 肺動脈弁
e. 心房中隔","117C8
経食道心エコー図(A,B)を次に示す。 矢印の構造物として正しいのはどれか。

a 僧帽弁
b 三尖弁
c 大動脈弁
d 肺動脈弁
e 心房中隔",画像問題,2025年8月17日 22:41 (JST),base_data,"解答:
正解:a(正答率 95.9%)",notion_existing
