問題ID,年度,セクション,問題番号,ソース,コンテンツ
117B46,117,B,46,web_display_added,117B46: 画像あり -->
117B47,117,B,47,base_data,"-48 基準値
次の文を読み，47，48の問いに答えよ．
39歳の女性．動悸と息切れを主訴に来院した．
現病歴：半年前から月経量が増え，3ヵ月前から階段昇降時に動悸と息切れを自覚するようになったため受診した．
既往歴：特記すべきことはない．
生活歴：会社員．一人暮らし．喫煙歴はない．飲酒は機会飲酒．
家族歴：特記すべきことはない．
月経歴：初経13歳．周期28日型，持続10日間．
現症：意識は清明．身長154cm，体重57kg．体温36.4℃．脈拍96/分，整．血圧126/80mmHg．呼吸数18/分．SpO2 98％（room air）．眼瞼結膜は貧血様である．甲状腺腫と頸部リンパ節とを触知しない．心音と呼吸音とに異常を認めない．肝・脾を触知しない．下腹部は軽度膨隆している．内診で，径10cmの腫瘤を触知する．神経診察で異常を認めない．
ある論文に掲載されている眼瞼結膜所見別の貧血患者数の表を示す．
[B047]
眼瞼結膜の身体所見から貧血を診断する場合，この患者の貧血診断における尤度比を求めよ．
ａ　0.2
0.8%
ｂ　0.7
1.1%
ｃ　1.0
0.9%
ｄ　2.3
96.5%
ｅ　4.3
0.7%
[B048]
血液検査を行ったところ，以下の結果が得られた．
血液所見：赤血球371万，Hb 8.5g/dL，Ht 29％，白血球4,100，血小板29万．血液生化学所見：総蛋白6.9g/dL，アルブミン4.5g/dL，総ビリルビン0.9mg/dL，AST 32U/L，ALT 32U/L，LD 173U/L（基準120〜245），ALP 106U/L（基準38〜113），尿素窒素11mg/dL，クレアチニン0.8mg/dL，血糖93mg/dL，総コレステロール189mg/dL，Na 139mEq/L，K 4.0mEq/L，Cl 102mEq/L．CRP 0.7mg/dL．
この患者で認めるのはどれか．
ａ　血清鉄高値
0.1%
ｂ　網赤血球数低値
4.9%
ｃ　血清フェリチン低値
93.0%
ｄ　血清不飽和鉄結合能低値
1.1%
ｅ　トランスフェリン飽和度高値
0.9%
リトライ
[掲載頁：QB2026 Z-337]
B047
解答:
正解:d(正答率 96.5%)
結果:
B048
解答:
正解:c(正答率 93.0%)"
117B48,117,B,48,web_display_added,"117B48
血液検査を行ったところ、以下の結果が得られた。 血液所見: 赤血球 371 万、Hb 8.5 g/dL、Ht 29 %、白血球 4,100、血小板 29 万。血液生化学所見: 総蛋白 6.9 g/dL、アルブミン 4.5 g/dL、総ビリルビン 0.9 mg/dL、AST 32 U/L、ALT 32 U/L、LD 173 U/L (基準120〜245)、ALP 106 U/L (基準38〜113)、尿素窒素 11 mg/dL、クレアチニン 0.8 mg/dL、血糖 93 mg/dL、総コレステロール189mg/dL、Na 139 mEq/L、K 4.0 mEq/L、Cl 102 mEq/L.CRP 0.7 mg/dL。この患者で認めるのはどれか。 B047
a 血清鉄高値
b 網赤血球数低値
c 血清フェリチン低値
d 血清不飽和鉄結合能低値
e トランスフェリン飽和度高値
================================================================================"
117B49,117,B,49,base_data,"-50 基準値
次の文を読み，49，50の問いに答えよ．
65歳の女性．呼吸困難を主訴に来院した．
現病歴：1時間前，自転車で走行中に転倒した．左胸部を強打し，直後から呼吸困難，胸痛および血痰が出現した．当初，痰にわずかに血が混じる程度であったが，徐々に出血の量と回数が増加し呼吸困難も増悪したため，救急外来を受診した．
既往歴：特記すべきことはない．
生活歴：喫煙歴はない．飲酒は機会飲酒．
家族歴：母が高血圧症．
現症：意識は清明．身長159cm，体重70kg．体温37.2℃．脈拍104/分，整．血圧96/60mmHg．呼吸数22/分．SpO2 94％（room air）．皮膚は左側胸部に10×5cmの出血斑を認める．眼瞼結膜は貧血様である．左側胸部に圧痛を認める．心音に異常を認めない．呼吸音は左上前胸部で減弱している．腹部は平坦，軟で，肝・脾を触知しない．四肢に異常を認めない．胸部X線写真で左肺の虚脱と左胸腔に胸水の貯留を認めた．
[B049]
次に行う検査として正しいのはどれか．
ａ　胸部CT
96.5%
ｂ　胸部MRI
0.1%
ｃ　FDG-PET
0.0%
ｄ　肺動脈造影検査
3.2%
ｅ　肺血流シンチグラフィ
0.1%
[B050]
血液検査を行ったところ，以下の結果が得られた．
血液所見：赤血球321万，Hb 9.0g/dL，Ht 28％，白血球10,300，血小板12万，Dダイマー0.2μg/mL（基準1.0以下）．血液生化学所見：総蛋白5.7g/dL，アルブミン2.9g/dL，総ビリルビン0.6mg/dL，直接ビリルビン0.2mg/dL，AST 20U/L，ALT 25U/L，LD 185U/L（基準120〜245），ALP 110U/L（基準38〜113），尿素窒素11mg/dL，クレアチニン0.4mg/dL，尿酸6.5mg/dL，血糖85mg/dL，HbA1c 5.0％（基準4.6〜6.2），総コレステロール210mg/dL，トリグリセリド110mg/dL，Na 140mEq/L，K 4.0mEq/L，Cl 101mEq/L．
治療のためベッド上安静が必要であると判断された．
肺塞栓症予防のため有用なのはどれか．
ａ　酸素投与
0.0%
ｂ　抗菌薬投与
0.0%
ｃ　血栓溶解薬投与
0.2%
ｄ　気管支拡張薬吸入
0.1%
ｅ　弾性ストッキング着"
117B5,117,B,5,base_data,"解答:
正解:b(正答率 99.1%)"
117B50,117,B,50,web_display_added,"117B50
血液検査を行ったところ、以下の結果が得られた。 血液所見: 赤血球 321 万、Hb 9.0 g/dL、Ht 28 %、白血球 10,300、血小板 12 万、Dダイマー0.2μg/mL(基準1.0以下)。血液生化学所見: 総蛋白 5.7 g/dL、アルブミン 2.9 g/dL、総ビリルビン 0.6 mg/dL、直接ビリルビン 0.2 mg/dL、AST 20 U/L、ALT 25 U/L、LD 185 U/L (基準120〜245)、ALP 110 U/L (基準38〜113)、尿素窒素 11 mg/dL、クレアチニン 0.4 mg/dL、尿酸 6.5 mg/dL、血糖 85 mg/dL、HbA1c 5.0 % (基準4.6〜6.2)、総コレステロール210mg/dL、トリグリセリド110mg/dL、Na 140 mEq/L、K 4.0 mEq/L、Cl 101 mEq/L。治療のためベッド上安静が必要であると判断された。 肺塞栓症予防のため有用なのはどれか。 B049
a 酸素投与
b 抗菌薬投与
c 血栓溶解薬投与
d 気管支拡張薬吸入
e 弾性ストッキング着用
================================================================================"
117B6,117,B,6,base_data,"解答:
正解:d(正答率 93.4%)"
117B7,117,B,7,base_data,"解答:
正解:c(正答率 99.2%)"
117B8,117,B,8,base_data,"解答:
正解:e(正答率 78.2%)"
117B9,117,B,9,base_data,"解答:
正解:a(正答率 44.9%)"
117C1,117,C,1,base_data,"解答:
正解:b,c,e(正答率 78.1%)"
117C10,117,C,10,base_data,"解答:
正解:b(正答率 35.5%)"
117C11,117,C,11,base_data,"解答:
正解:c(正答率 91.1%)"
117C12,117,C,12,base_data,"解答:
正解:d(正答率 89.2%)"
117C13,117,C,13,base_data,"解答:
正解:c,d(正答率 86.0%)"
117C14,117,C,14,base_data,"解答:
正解:d(正答率 98.2%)"
117C15,117,C,15,base_data,"解答:
正解:なし(正答率 0.0%) (採点除外)"
117C16,117,C,16,base_data,"解答:
正解:d(正答率 82.2%)"
117C17,117,C,17,base_data,"解答:
正解:b(正答率 85.6%)"
117C18,117,C,18,base_data,"解答:
正解:e(正答率 82.6%)"
117C19,117,C,19,base_data,"解答:
正解:b(正答率 86.7%)"
117C2,117,C,2,base_data,"解答:
正解:a(正答率 90.9%)"
117C20,117,C,20,base_data,"解答:
正解:b(正答率 14.1%)"
117C21,117,C,21,base_data,"解答:
正解:b,d(正答率 99.8%)"
117C22,117,C,22,base_data,"解答:
正解:a(正答率 56.2%)"
117C23,117,C,23,base_data,"解答:
正解:c(正答率 80.0%)"
117C24,117,C,24,base_data,"解答:
正解:d(正答率 94.8%)"
117C25,117,C,25,base_data,"解答:
正解:d(正答率 98.0%)"
117C26,117,C,26,base_data,"解答:
正解:c(正答率 99.9%)"
117C27,117,C,27,base_data,"解答:
正解:b(正答率 15.0%)"
117C28,117,C,28,base_data,"解答:
正解:a(正答率 87.8%)"
117C29,117,C,29,base_data,"解答:
正解:c(正答率 90.6%)"
117C3,117,C,3,base_data,"解答:
正解:b(正答率 83.3%)"
117C30,117,C,30,base_data,"解答:
正解:e(正答率 93.6%)"
117C31,117,C,31,base_data,"解答:
正解:d(正答率 93.1%)"
117C32,117,C,32,base_data,"基準値
ポピュレーションアプローチに該当するのはどれか．
ａ　肥満者対象の脂肪吸引
0.1%
ｂ　全職員対象の敷地内禁煙
97.9%
ｃ　高血圧患者対象の内服治療
1.2%
ｄ　長期欠席児童対象の心理相談
0.7%
ｅ　うつ病患者対象のカウンセリング"
117C33,117,C,33,base_data,"解答:
正解:b,e(正答率 20.3%)"
117C34,117,C,34,base_data,"解答:
正解:d(正答率 95.7%)"
117C35,117,C,35,base_data,"解答:
正解:e(正答率 56.8%)"
117C36,117,C,36,base_data,"解答:
正解:a(正答率 81.4%)"
117C37,117,C,37,base_data,"解答:
正解:a,c,e(正答率 91.1%)"
117C38,117,C,38,base_data,"解答:
正解:b,d,e(正答率 99.2%)"
117C39,117,C,39,base_data,"解答:
正解:a,e(正答率 92.5%)"
117C4,117,C,4,base_data,"解答:
正解:d(正答率 99.5%)"
117C40,117,C,40,base_data,"解答:
正解:e(正答率 90.9%)"
117C41,117,C,41,base_data,"解答:
正解:d(正答率 99.4%)"
117C42,117,C,42,base_data,"解答:
正解:b(正答率 99.5%)"
117C43,117,C,43,base_data,"解答:
正解:d(正答率 83.0%)"
117C44,117,C,44,base_data,"解答:
正解:d(正答率 61.6%)"
117C45,117,C,45,base_data,"解答:
正解:c(正答率 99.0%)"
117C46,117,C,46,base_data,"解答:
正解:d(正答率 71.3%)"
117C47,117,C,47,base_data,"解答:
正解:e(正答率 98.4%)"
117C48,117,C,48,base_data,"解答:
正解:b(正答率 55.4%)"
117C49,117,C,49,base_data,"解答:
正解:b(正答率 93.8%)"
117C5,117,C,5,base_data,"解答:
正解:d(正答率 87.3%)"
117C50,117,C,50,base_data,"解答:
正解:e(正答率 75.3%)"
117C51,117,C,51,base_data,"解答:
正解:a(正答率 91.2%)"
117C52,117,C,52,base_data,"解答:
正解:e(正答率 96.6%)"
117C53,117,C,53,base_data,"解答:
正解:d(正答率 99.6%)"
117C54,117,C,54,base_data,"解答:
正解:c(正答率 34.1%)"
117C55,117,C,55,base_data,"解答:
正解:b(正答率 70.8%)"
117C56,117,C,56,base_data,"解答:
正解:b(正答率 47.6%)"
117C57,117,C,57,base_data,"解答:
正解:e(正答率 95.7%)"
117C58,117,C,58,base_data,"解答:
正解:d,e(正答率 91.9%)"
117C59,117,C,59,base_data,"解答:
正解:a(正答率 79.3%)"
117C6,117,C,6,base_data,"解答:
正解:e(正答率 91.5%)"
117C60,117,C,60,base_data,"-62 基準値
次の文を読み，60〜62の問いに答えよ．
76歳の男性．食欲不振と倦怠感を主訴に来院した．
現病歴：1週間前から倦怠感と水様便（1日2回〜4回）が出現した．食欲がなく，おかゆを無理に食べている．悪心はあるが嘔吐，腹痛，黒色便および血便はない．体重が3kg減少した．37℃台の微熱があるが悪寒戦慄はない．
既往歴：高血圧症でカルシウム拮抗薬を内服している．アレルギーなし．
生活歴：妻と2人暮らし．喫煙は20歳から40本/日．飲酒歴はない．
家族歴：兄が60歳台で大腸癌．
現症：意識は清明だがややぐったりしている．身長166cm，体重69kg．体温37.5℃．脈拍104/分，整．血圧86/50mmHg．呼吸数20/分．SpO2 96％（room air）．皮膚は乾燥し，色素沈着を認めない．眼瞼結膜と眼球結膜とに異常を認めない．口腔内は乾燥しており咽頭発赤はない．頸静脈の怒張を認めない．甲状腺腫と頸部リンパ節を触知しない．心音と呼吸音とに異常を認めない．腹部は平坦，軟で，圧痛はなく，肝・脾を触知しない．四肢末梢は冷たいがチアノーゼや浮腫を認めない．ばち指を認める．
検査所見：尿所見：蛋白（－），糖（－），潜血（－）．血液所見：赤血球437万，Hb 12.3g/dL，Ht 34％，白血球5,400（好中球45％，好酸球21％，好塩基球1％，単球9％，リンパ球24％），血小板23万．血液生化学所見：総蛋白6.3g/dL，アルブミン3.7g/dL，総ビリルビン0.5mg/dL，直接ビリルビン0.2mg/dL，AST 43U/L，ALT 78U/L，LD 169U/L（基準120〜245），ALP 200U/L（基準38〜113），γ-GT 96U/L（基準8〜50），CK 100U/L（基準30〜140），尿素窒素11mg/dL，クレアチニン1.0mg/dL，尿酸3.7mg/dL，血糖92mg/dL，Na 118mEq/L，K 4.6mEq/L，Cl 89mEq/L，Ca 8.4mg/dL．血清浸透圧240mOsm/L（基準275〜288），尿浸透圧572mOsm/L（基準50〜1,300），尿中Na 84mEq/L．胸部X線写真（A）と胸腹部造影CT（B，C）を次に示す．
[C060]
この患者の電解質異常の鑑別に有用な検査はどれか．2つ選べ．
ａ　プロラクチン"
117C61,117,C,61,web_display_added,"117C61
患者は入院し、電解質補正を行った。気管支鏡検査で肺小細胞癌と診断され、殺細胞性抗癌薬による治療を開始することとなった。 抗癌治療による肝炎の再活性化のリスクが高いのはどれか。
a A型肝炎
b B型肝炎
c C型肝炎
d D型肝炎
e E型肝炎
================================================================================"
117C62,117,C,62,web_display_added,"117C62
治療を行っていたが、がんが再発し全身状態が悪化した。 この患者の意思決定のプロセスとして適切でないのはどれか。 C060
a 患者の価値観や希望を聞き取る。
b 病状の変化により話し合いを繰り返す。
c 患者の意思を代行できる人がいるか聞く。
d 家族の意向を本人の意向よりも優先する。
e 病状や予後について患者の理解を確かめる。
================================================================================"
117C63,117,C,63,base_data,"-65 基準値
次の文を読み，63〜65の問いに答えよ．
50歳の女性．発熱と強い動悸のため救急車で搬入された．
現病歴：6日前から咽頭痛と軽度の咳嗽が出現し，自宅近くの診療所で総合感冒薬の処方を受けた．3日前から発熱と前頸部痛が出現し，今朝から強い動悸も自覚したため娘が救急車を要請した．
既往歴：高血圧症でカルシウム拮抗薬を内服している．
生活歴：夫，大学生の娘と3人暮らし．喫煙は20歳から30歳まで10本/日．飲酒歴はない．
家族歴：父が高血圧症．
現症：意識は清明．身長158cm，体重52kg．体温37.8℃．心拍数118/分，整．血圧134/74mmHg．呼吸数20/分．SpO2 98％（room air）．眼瞼結膜と眼球結膜とに異常を認めない．口腔内と咽頭とに異常を認めない．甲状腺はびまん性に腫大しており，左葉に圧痛を認める．頸部リンパ節の腫大や頸静脈怒張を認めない．心音と呼吸音とに異常を認めない．腹部は平坦，軟で，肝・脾を触知しない．四肢に浮腫を認めない．
検査所見：尿所見：蛋白（－），糖（－），潜血（－）．赤沈62mm/1時間．血液所見：赤血球362万，Hb 11.0g/dL，Ht 32％，白血球6,600，血小板18万．血液生化学所見：総蛋白7.2g/dL，アルブミン4.0g/dL，総ビリルビン0.8mg/dL，AST 44U/L，ALT 49U/L，LD 207U/L（基準120〜245），ALP 262U/L（基準38〜113），尿素窒素14mg/dL，クレアチニン0.8mg/dL，血糖98mg/dL，Na 141mEq/L，K 3.6mEq/L，Cl 104mEq/L，Ca 8.8mg/dL，TSH 0.08μU/mL（基準0.2〜4.0），FT3 9.82pg/mL（基準2.3〜4.3），FT4 3.92ng/dL（基準0.8〜2.2）．免疫血清学所見：CRP 9.2mg/dL，抗TSH受容体抗体陰性．胸部X線写真で心拡大や肺血管影の増強はなく，胸水貯留を認めない．心電図は洞性頻脈でST-T変化を認めない．
[C063]
この患者の病態に関連するもので適切なのはどれか．2つ選べ．
ａ　飲酒歴
0.0%
ｂ　喫煙歴
0.1%
ｃ　先行する上気道炎症状
99.8%
ｄ　圧痛のある甲状腺腫大
99.9%
ｅ　カルシウム拮抗薬の内服歴
0.2%
[C"
117C64,117,C,64,web_display_added,"117C64
診断に最も有用な検査はどれか。
a 頸部CT
b 心エコー検査
c Holter心電図検査
d 甲状腺超音波検査
e 甲状腺穿刺細胞診
================================================================================"
117C65,117,C,65,web_display_added,"117C65
治療として適切なのはどれか。3つ選べ。 C063
a 抗菌薬
b NSAID
c β遮断薬
d 抗甲状腺薬
e 副腎皮質ステロイド
================================================================================"
117C66,117,C,66,base_data,"-68 基準値
次の文を読み，66〜68の問いに答えよ．
52歳の女性．意識障害のため救急車で搬入された．
現病歴：5日前から38℃を超える発熱と悪寒戦慄を訴え，市販のアセトアミノフェンを内服していた．本日夕食中に急に頭痛とふらつき感を訴え，嘔吐した．その後いびきをかいて眠りだし，呼びかけに応答しなくなったため，家族が救急車を要請した．
既往歴：アトピー性皮膚炎で副腎皮質ステロイド外用薬を処方されている．健診で異常を指摘されたことはない．
生活歴：夫と2人の息子との4人暮らし．仕事は事務職．喫煙歴はない．飲酒はビール350mL/日．
家族歴：両親とも胃癌で死亡．
現症：意識レベルはJCSⅢ-200．身長158cm，体重60kg．体温37.8℃．心拍数120/分，整．血圧200/104mmHg．呼吸数16/分．SpO2 100％（リザーバー付マスク10L/分　酸素投与下）．救急隊により経鼻エアウェイが挿入されている．瞳孔径は右5.0mm，左3.0mm．対光反射は両側で消失している．心尖部を最強点とするLevine 3/6の収縮期逆流性雑音を聴取する．上気道にいびき音を聴取する．腹部は平坦，軟で，肝・脾を触知しない．下腿に浮腫を認めない．両側足趾先端に点状出血斑を合計3ヵ所認める．頸部周囲と両肘内側に鱗屑，紅斑および苔癬化を認め，一部浸出液がみられる．
検査所見：尿所見：淡黄褐色透明，蛋白（－），糖（－），潜血（－）．血液所見：赤血球450万，Hb 13.3g/dL，Ht 42％，白血球11,200（桿状核好中球13％，分葉核好中球53％，好酸球8％，好塩基球1％，単球3％，リンパ球23％），血小板32万，PT-INR 1.2（基準0.9〜1.1）．血液生化学所見：総蛋白6.9g/dL，アルブミン4.2g/dL，総ビリルビン0.6mg/dL，直接ビリルビン0.1mg/dL，AST 30U/L，ALT 13U/L，LD 220U/L（基準120〜245），ALP 83U/L（基準38〜113），γ-GT 13U/L（基準8〜50），尿素窒素13mg/dL，クレアチニン0.47mg/dL，血糖204mg/dL，Na 142mEq/L，K 3.5mEq/L，Cl 105mEq/L．CRP 10mg/dL．心電図は洞性頻脈でST-T変化を認めない．胸部X線写真で心胸郭比57％（"
117C67,117,C,67,web_display_added,"117C67
血液培養2セットを採取した後に集中治療室に入室し、抗菌薬投与を開始した。血液培養は2セットとも陽性となり、入室3日目にStaphylococcus aureusと同定された。 この結果を受けて実施すべきなのはどれか。2つ選べ。
a 尿培養
b 心エコー検査
c 末梢神経伝導検査
d 血中エンドトキシン測定
e 血液培養再採取による陰性化の確認
================================================================================"
117C68,117,C,68,web_display_added,"117C68
全身状態が改善し開頭手術が可能と判断された。患者の血液型検査では、オモテ試験は抗A血清、抗B血清ともに凝集あり、ウラ試験はA血球、B血球ともに凝集なし、抗Rho(D)血清に凝集を認めた。準備する赤血球濃厚液の血液型と患者の血液との交差適合試験の結果を示す。 最も輸血に適した赤血球濃厚液はどれか。 C066
a a
b b
c c
d d
e e
================================================================================"
117C69,117,C,69,base_data,"-71 基準値
次の文を読み，69〜71の問いに答えよ．
58歳の男性．胸痛を主訴に救急車で搬入された．
現病歴：数日前から労作時や夜間就寝時に胸部圧迫感があったが，約30分で治まるため様子をみていた．本日，草野球の試合に出て活躍していたが，突然，強い胸痛が出現したため救急車を要請した．
既往歴：2年前から高血圧症で降圧薬を内服している．
生活歴：妻と2人暮らし．会社員で営業の仕事をしている．
家族歴：父が高血圧症．
現症：体温37.2℃．心拍数108/分，整．血圧78/58mmHg．呼吸数24/分．SPO2 99％（リザーバー付マスク10L/分　酸素投与下）．顔面蒼白で冷汗を認める．心音は微弱で軽度の拡張期雑音を聴取する．呼吸音に異常を認めない．
検査所見：血液所見：Hb 10.2g/dL，白血球10,100，血小板15万．血液生化学所見：CK 230U/L（基準30〜140），CK-MB 20U/L（基準20以下），尿素窒素25mg/dL，クレアチニン1.1mg/dL．CRP 3.2mg/dL．心筋トロポニンT迅速検査陰性．心電図（A）と心エコー検査を施行した後，胸部造影CT（B）を行った．
[C069]
この患者で考えられるのはどれか．2つ選べ．
ａ　急性心膜炎
0.5%
ｂ　急性心筋梗塞
8.0%
ｃ　収縮性心膜炎
0.6%
ｄ　急性大動脈解離
92.5%
ｅ　心タンポナーデ
98.4%
[C070]
この患者の心エコー検査で認められる所見はどれか．
ａ　下大静脈の虚脱
3.1%
ｂ　拡張期の右室の虚脱
18.2%
ｃ　収縮期の右房の拡大
15.2%
ｄ　上行大動脈基部の狭窄
16.9%
ｅ　下大静脈径の呼吸性変動の増加
46.6%
[C071]
この患者への対応で最も適切なのはどれか．
ａ　電気的除細動
0.1%
ｂ　β遮断薬の静注
0.3%
ｃ　人工血管置換術
89.1%
ｄ　経皮的冠動脈ステント留置術
6.4%
ｅ　大動脈ステントグラフト内挿術
4.1%
リトライ
[掲載頁：QB2026 C-262]
C069
解答:
正解:d,e(正答率 91.1%)
結果:
C070
解答:
正解:b(正答率 18.2%)
結果:
C071
解答:
正解:c(正答率 89.1%)"
117C7,117,C,7,base_data,"解答:
正解:e(正答率 94.1%)"
117C70,117,C,70,web_display_added,"117C70
この患者の心エコー検査で認められる所見はどれか。
a 下大静脈の虚脱
b 拡張期の右室の虚脱
c 収縮期の右房の拡大
d 上行大動脈基部の狭窄
e 下大静脈径の呼吸性変動の増加
================================================================================"
117C71,117,C,71,web_display_added,"117C71
この患者への対応で最も適切なのはどれか。 C069
a 電気的除細動
b β遮断薬の静注
c 人工血管置換術
d 経皮的冠動脈ステント留置術
e 大動脈ステントグラフト内挿術
================================================================================
<!--"
117C72,117,C,72,base_data,"-74 基準値
次の文を読み，72〜74の問いに答えよ．
85歳の男性．発熱と呼吸困難を主訴に家族とともに来院した．
現病歴：1年前から息切れのため自宅の階段を昇ることが困難となり，食事や飲水の際のむせが出現した．食事量も低下し，半年間で体重が5kg減少した．1週間前から咳嗽と喀痰が多くなり，2日前から38℃の発熱と呼吸困難がみられるようになったため家族に伴われて受診し，入院した．
既往歴：15年前から高血圧症に対してアンジオテンシン変換酵素〈ACE〉阻害薬を内服している．5年前から物忘れが目立つようになり，2年前にAlzheimer型認知症と診断された．
生活歴：65歳まで会社員．現在は娘の家族と同居．喫煙は65歳まで20本/日を45年間．飲酒歴はない．自宅で猫を飼育している．
家族歴：両親とも脳梗塞で死亡．
現症：意識は清明．身長160cm，体重43kg．体温38.0℃．脈拍120/分，整．血圧122/78mmHg．呼吸数28/分．眼瞼結膜に異常を認めない．口腔内の衛生状態は不良である．心音に異常を認めない．呼吸音は両側でwheezesを，右背側でcoarse cracklesを聴取する．腹部は平坦，軟で，肝・脾を触知しない．浮腫を認めない．
検査所見：血液所見：赤血球412万，Hb 13.1g/dL，Ht 40％，白血球9,800（好中球82％，好酸球2％，好塩基球0％，単球7％，リンパ球9％），血小板34万．血液生化学所見：総蛋白5.8g/dL，アルブミン2.9g/dL，総ビリルビン1.1mg/dL，AST 14U/L，ALT 10U/L，LD 230U/L（基準120〜245），ALP 64U/L（基準38〜113），尿素窒素28mg/dL，クレアチニン1.5mg/dL，尿酸6.0mg/dL，血糖135mg/dL，Na 139mEq/L，K 4.7mEq/L，Cl 106mEq/L．CRP 5.1mg/dL．動脈血ガス分析（鼻カニューラ2L/分　酸素投与下）：pH 7.33，PaCO2 58Torr，PaO2 72Torr，HCO3− 30mEq/L．新型コロナウイルス〈SARS-CoV-2〉PCR検査は陰性であった．
[C072]
入院時の胸部X線写真（A）と胸部単純CT（B）を次に示す．
1週間前からの状態変化の要因として考えにくいのはどれか．
ａ　体"
117C73,117,C,73,web_display_added,"117C73
呼吸状態の急性増悪に対し、抗菌薬とともに用いる薬剤として適切なのはどれか。
a NSAID
b β2刺激薬
c アルブミン製剤
d 抗ヒスタミン薬
e テオフィリン薬
================================================================================"
117C74,117,C,74,web_display_added,"117C74
入院3日目、患者の状態は改善傾向で酸素も不要となったが、急に呼吸心拍モニターを引きちぎり、「今日は仕事に行く」と言い病室から出ようとした。表情は乏しく、入院中であることを説明しても聞きいれず、複数名での制止を要する状態であった。 対応で誤っているのはどれか。 C072
a 脱水を避ける。
b 早期離床を促す。
c 日中の覚醒を保つ。
d 呼吸心拍モニターを終了する。
e 夜間はベンゾジアゼピン系睡眠薬を用いる。
================================================================================"
117C75,117,C,75,base_data,"解答:
正解:11(正答率 92.2%)"
117C8,117,C,8,base_data,"解答:
正解:a(正答率 95.9%)"
117C9,117,C,9,base_data,"解答:
正解:c(正答率 54.0%)"
117D1,117,D,1,base_data,"解答:
正解:b(正答率 93.8%)"
117D10,117,D,10,base_data,"解答:
正解:b(正答率 99.8%)"
117D11,117,D,11,base_data,"解答:
正解:a,b(正答率 15.9%)"
117D12,117,D,12,base_data,"解答:
正解:a,b,e(正答率 82.6%)"
117D13,117,D,13,base_data,"解答:
正解:d(正答率 91.7%)"
117D14,117,D,14,base_data,"解答:
正解:e(正答率 95.9%)"
117D15,117,D,15,base_data,"解答:
正解:b(正答率 46.0%)"
117D16,117,D,16,base_data,"解答:
正解:d(正答率 98.1%)"
117D17,117,D,17,base_data,"解答:
正解:a(正答率 71.4%)"
117D18,117,D,18,base_data,"解答:
正解:a(正答率 94.2%)"
117D19,117,D,19,base_data,"解答:
正解:e(正答率 81.4%)"
117D2,117,D,2,base_data,"解答:
正解:b(正答率 79.5%)"
117D20,117,D,20,base_data,"解答:
正解:e(正答率 96.7%)"
117D21,117,D,21,base_data,"解答:
正解:c(正答率 99.4%)"
117D22,117,D,22,base_data,"解答:
正解:d(正答率 97.6%)"
117D23,117,D,23,base_data,"解答:
正解:b(正答率 94.9%)"
117D24,117,D,24,base_data,"解答:
正解:e(正答率 92.1%)"
117D25,117,D,25,base_data,"解答:
正解:a,d,e(正答率 53.7%)"
117D26,117,D,26,base_data,"解答:
正解:e(正答率 97.7%)"
117D27,117,D,27,base_data,"解答:
正解:c(正答率 82.7%)"
117D28,117,D,28,base_data,"解答:
正解:d(正答率 98.0%)"
117D29,117,D,29,base_data,"解答:
正解:b(正答率 96.0%)"
117D3,117,D,3,base_data,"解答:
正解:a(正答率 97.3%)"
117D30,117,D,30,base_data,"解答:
正解:b(正答率 98.8%)"
117D31,117,D,31,base_data,"解答:
正解:c(正答率 97.9%)"
117D32,117,D,32,base_data,"解答:
正解:a,b,e(正答率 27.4%)"
117D33,117,D,33,base_data,"解答:
正解:a(正答率 38.7%)"
117D34,117,D,34,base_data,"解答:
正解:e(正答率 95.1%)"
117D35,117,D,35,base_data,"解答:
正解:b(正答率 99.4%)"
117D36,117,D,36,base_data,"解答:
正解:e(正答率 98.3%)"
117D37,117,D,37,base_data,"解答:
正解:d(正答率 99.4%)"
117D38,117,D,38,base_data,"解答:
正解:なし(正答率 0.0%) (採点除外)"
117D39,117,D,39,base_data,"解答:
正解:c(正答率 64.2%)"
117D4,117,D,4,base_data,"解答:
正解:e(正答率 84.6%)"
117D40,117,D,40,base_data,"解答:
正解:d(正答率 95.3%)"
117D41,117,D,41,base_data,"解答:
正解:c(正答率 93.0%)"
117D42,117,D,42,base_data,"解答:
正解:a(正答率 76.1%)"
117D43,117,D,43,base_data,"解答:
正解:e(正答率 94.3%)"
117D44,117,D,44,base_data,"解答:
正解:d(正答率 83.3%)"
117D45,117,D,45,base_data,"解答:
正解:a,d(正答率 94.2%)"
117D46,117,D,46,base_data,"解答:
正解:e(正答率 86.1%)"
117D47,117,D,47,base_data,"解答:
正解:d,e(正答率 47.4%)"
117D48,117,D,48,base_data,"解答:
正解:a,c(正答率 28.4%)"
117D49,117,D,49,base_data,"解答:
正解:a(正答率 88.1%)"
117D5,117,D,5,base_data,"解答:
正解:a(正答率 95.6%)"
117D50,117,D,50,base_data,"解答:
正解:c(正答率 64.0%)"
117D51,117,D,51,base_data,"解答:
正解:d,e(正答率 37.6%)"
117D52,117,D,52,base_data,"解答:
正解:d(正答率 95.2%)"
117D53,117,D,53,base_data,"解答:
正解:なし(正答率 0.0%) (採点除外)"
117D54,117,D,54,base_data,"解答:
正解:d(正答率 32.5%)"
117D55,117,D,55,base_data,"解答:
正解:b(正答率 97.1%)"
117D56,117,D,56,base_data,"解答:
正解:a(正答率 65.5%)"
